"","X.1","item","list","subexpt","integrated","related","n2num","text","animacy","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","errnd","errd","errcornd","errcord","LNPlurP.HP","TotalHead1","HeadToLocNSS.Match1","HeadToLocNSP.Match1","TotalHead2","HeadToLocNSS.Match2","HeadToLocNSP.Match2","TotalLocNS1","LocNS1ToHeadS","LocNS1toHeadP","TotalLocNS2","LocNS2ToHeadS","LocNS2toHeadP","TotalLocNP1","LocNP1ToHeadS","LocNP1toHeadP","TotalLocNP2","LocNP2ToHeadS","LocNP2ToHeadP","res.int","res.rel","res.asshl","res.rel2","assHL","assHL.asin.ns","assHL.asin","assHL.log.ns","assHL.log","assLS","assLS.asin.ns","assLS.asin","assLS.log.ns","assLS.log","assLP","assLP.asin.ns","assLP.asin","assLP.log.ns","assLP.log","all.asso.asin.ns","all.asso.asin","all.asso.log.ns","all.asso.log","local.asso.asin.ns","local.asso.asin","local.asso.log.ns","local.asso.log","lf.head","lf.prep","lf.adj","lf.noun","rel","int","plaus","lf.head.ns","lf.prep.ns","lf.adj.ns","lf.noun.ns","rel.ns","int.ns","plaus.ns","corr","tot","elog","rates","v","asin"
"11",11,"3",6,"SemRel","unint","rel","plur","The hammer by the rusty nails","I",10.18,1212.84,4.45,10.82,1,1,15,18,2.5,20,11,1,20,3,0,20,6,0,20,4,0,20,6,0,20,3,1,-0.590651061902436,1.44445897435217,-0.200924608532806,1.59587337287802,53,1.63083238524018,3.80727770810896,1.72468538823736,2.76468570295444,43,1.43033491208504,2.59837128677124,1.63397315578967,2.10966087511962,40.5,1.37963418026384,2.49594411985176,1.60799085854717,2.04435816492706,1.06633797426916,3.00233141127728,1.41302020534491,1.9111752532304,1.01808121369811,2.45568700634577,1.37657695705651,1.78466734338925,0.0466520812078495,0.631487051460481,-0.224433032784251,1.07681759343531,1.43899275922964,0.685631261031312,1.57441647560945,1.05,3.08,0.74,1.07,6.75,4.67,6.42,17,18,-2.4567357728213,5.55555555555556,0.723809523809524,0.237941124830208
"12",12,"3",8,"SemRel","unint","unrel","plur","The hammer by the rigid pegs","I",10.18,1212.84,1.86,0.25,1,1,13,15,0,20,0,0,20,0,0,20,1,0,20,0,0,20,0,0,20,0,0,0.0285767461895752,0.132680476817145,-0.313137073992674,0.841348014436063,15,0.795398830184144,-0.263827880867347,1.17753649992986,-0.153479913412857,17.5,0.863211890069541,-0.0124979976878779,1.24427712080184,0.126674121134203,15,0.795398830184144,-0.310802550130054,1.17753649992986,-0.197586910338802,0.182828716744095,-0.0592757691731086,-0.0538753807828547,0.439432849523436,0.224075285301819,0.0163560500079265,0.113943352306837,0.568310723115529,0.0466520812078495,0.631487051460481,-0.673299098352753,-1.07107675325706,0.472051385753773,0.403115636219891,-0.332876626271713,1.05,3.08,0.46,0.1,5.08,4.33,4.83,14,15,-2.26868354131836,6.66666666666667,0.735632183908046,0.261157410903024
"13",13,"4",3,"SemRel","integ","rel","plur","The coach for the disciplined athletes","A",29.33,6749.25,0.98,3.08,0,0,15,16,0,20,0,0,20,0,0,20,0,0,20,0,0,20,1,0,20,0,0,1.38253160809165,-0.687045087751152,-0.0365699376060133,2.50625711087721,16,0.823033692134976,-0.129161945727745,1.20547503674089,-0.00447243256838044,16,0.823033692134976,-0.197466723731603,1.20547503674089,-0.0707721236609211,18.5,0.88924311523178,0.140038253183795,1.26834391395106,0.27536737758248,0.182828716744095,-0.0592757691731086,-0.0538753807828547,0.439432849523436,0.224075285301819,0.0163560500079265,0.113943352306837,0.568310723115529,0.861134280941878,1.41956888133952,-0.929793992963326,0.0582285218080024,1.37530201007854,2.27270432982488,1.87430532810649,1.48,3.83,0.3,0.61,6.64,6.58,6.67,16,16,-3.49650756146648,0,2.06060606060606,0
"14",14,"4",5,"SemRel","integ","unrel","plur","The coach for the disruptive teenagers","A",29.33,6749.25,0.43,4.29,1,1,9,9,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0.33656163248599,-0.59982366131694,-0.0064489050438834,-0.303742889122788,9,0.609385308030795,-1.17028020742356,0.956648579205203,-1.33156425042663,9,0.609385308030795,-1.18104168379853,0.956648579205203,-1.33693735254192,9,0.609385308030795,-1.20443699694037,0.956648579205203,-1.34804241425119,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,0.861134280941878,1.41956888133952,-1.15422702574758,0.301804169371055,-0.251707127326969,0.062435029829648,0.77071435091739,1.48,3.83,0.16,0.72,3.83,3.92,5.75,8,9,-1.73460105538811,11.1111111111111,0.784313725490196,0.339836909454122
"15",15,"4",7,"SemRel","unint","rel","plur","The coach near the disciplined athletes","A",29.33,59.14,0.98,3.08,1,1,7,8,0,20,0,0,20,0,0,20,0,0,20,0,0,20,1,0,20,0,0,0.132531608091648,0.674431146475451,-0.0365699376060133,2.50625711087721,8,0.573513104423097,-1.34508708190492,0.905795880367869,-1.60278219570224,8,0.573513104423097,-1.34618686558352,0.905795880367869,-1.59570372208425,10.5,0.659987329387498,-0.961337953176754,1.02325245963371,-1.00114793233693,0.182828716744095,-0.0592757691731086,-0.0538753807828547,0.439432849523436,0.224075285301819,0.0163560500079265,0.113943352306837,0.568310723115529,0.861134280941878,-0.734521453663184,-0.929793992963326,0.0582285218080024,1.37530201007854,1.23404394448878,0.77071435091739,1.48,1.78,0.3,0.61,6.64,5.33,5.75,7,8,-1.6094379124341,12.5,0.8,0.361367123906708
"16",16,"4",1,"SemRel","unint","unrel","plur","The coach near the disruptive teenagers","A",29.33,59.14,0.43,4.29,0,0,9,11,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,-1.41343836751401,1.3062430666003,-0.0064489050438834,-0.303742889122788,11,0.676130509560661,-0.84502781441025,1.04336227802113,-0.869085134119897,11,0.676130509560661,-0.873766207765044,1.04336227802113,-0.895690584028009,11,0.676130509560661,-0.883783903789361,1.04336227802113,-0.896409514905207,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,0.861134280941878,-0.734521453663184,-1.15422702574758,0.301804169371055,-0.251707127326969,-1.3916895096409,0.170936645923312,1.48,1.78,0.16,0.72,3.83,2.17,5.25,11,11,-3.13549421592915,0,2.08695652173913,0
"17",17,"5",3,"SemRel","integ","rel","plur","The tent with the sturdy poles","I",17.39,5044.84,1.69,2.18,0,0,9,9,0,20,0,0,20,0,0,20,0,0,20,1,0,20,1,0,20,0,0,1.59861442894212,-1.32389579944175,-0.0386139108725457,1.66471795703178,9,0.609385308030795,-1.17028020742356,0.956648579205203,-1.33156425042663,11.5,0.691955175126317,-0.800914054601918,1.06258198422816,-0.79789019756724,11.5,0.691955175126317,-0.807760042217272,1.06258198422816,-0.796307088675104,0.258921542006221,0.204407195344866,0.234685974321529,0.728947649618604,0.317560429291521,0.303559454335612,0.406540180433955,0.850183538494992,0.444422457822142,1.28296803082715,-0.721391891092236,-0.18534712575505,0.744184586672131,1.93202372343464,0.974638770615376,1.26,3.7,0.43,0.5,5.55,6.17,5.92,9,9,-2.94443897916644,0,2.10526315789474,0
"18",18,"5",5,"SemRel","integ","unrel","plur","The tent with the sturdy cushions","I",17.39,5044.84,1.69,1.16,0,0,20,22,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0.841740473300971,-1.68037799617512,0.0142032270408518,-1.80528204296822,22,0.976410526793834,0.61825032305202,1.34340859380386,0.731182838174257,22,0.976410526793834,0.508635569797637,1.34340859380386,0.631109322462838,22,0.976410526793834,0.558802441450319,1.34340859380386,0.666328430603186,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,0.444422457822142,1.28296803082715,-0.721391891092236,-0.561782217443404,-1.26496904564001,-0.353029124304795,-2.02424975435501,1.26,3.7,0.43,0.33,2.08,3.42,3.42,22,22,-3.80666248977032,0,2.04444444444444,0
"19",19,"5",7,"SemRel","unint","rel","plur","The tent near the sturdy poles","I",17.39,59.14,1.69,2.18,1,1,14,15,0,20,0,0,20,0,0,20,0,0,20,1,0,20,1,0,20,0,0,0.00861442894212061,0.476283584992411,-0.0386139108725457,1.66471795703178,15,0.795398830184144,-0.263827880867347,1.17753649992986,-0.153479913412857,17.5,0.863211890069541,-0.0124979976878779,1.24427712080184,0.126674121134203,17.5,0.863211890069541,0.014980680872065,1.24427712080184,0.150019759889267,0.258921542006221,0.204407195344866,0.234685974321529,0.728947649618604,0.317560429291521,0.303559454335612,0.406540180433955,0.850183538494992,0.444422457822142,-0.734521453663184,-0.721391891092236,-0.18534712575505,0.744184586672131,0.610847713287113,-0.128952206573727,1.26,1.78,0.43,0.5,5.55,4.58,5,14,15,-2.26868354131836,6.66666666666667,0.735632183908046,0.261157410903024
"20",20,"5",1,"SemRel","unint","unrel","plur","The tent near the sturdy cushions","I",17.39,59.14,1.69,1.16,1,1,17,21,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,-0.828259526699028,0.210376451626791,0.0142032270408518,-1.80528204296822,21,0.952067636122646,0.499626313202823,1.32325210017169,0.62368013110329,21,0.952067636122646,0.396567988195181,1.32325210017169,0.528542048765447,21,0.952067636122646,0.441855859358409,1.32325210017169,0.561346913449013,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,0.444422457822142,-0.734521453663184,-0.721391891092236,-0.561782217443404,-1.26496904564001,-1.74067939911383,-3.12784073154411,1.26,1.78,0.43,0.33,2.08,1.75,2.5,20,21,-2.6149597780362,4.76190476190476,0.715447154471545,0.219987977395459
"21",21,"6",3,"SemRel","integ","rel","plur","The dam for the murky rivers","I",5.29,6749.25,0.61,2.82,0,0,13,16,0,20,4,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,1.00013986987541,-0.475298521838878,-0.233919920242448,2.10007843533964,28.5,1.12630354985908,1.34868581999413,1.45560611258187,1.32957744069734,16,0.823033692134976,-0.197466723731603,1.20547503674089,-0.0707721236609211,16,0.823033692134976,-0.178040886965841,1.20547503674089,-0.052074003430811,0.411137862322348,0.731879403804853,0.624969270792175,1.12052049386626,0.224075285301819,0.0163560500079265,0.113943352306837,0.568310723115529,-0.426884081428214,1.41956888133952,-1.07407237118177,-0.00820120025464837,1.0047376513812,1.64950809862322,0.30288774102201,0.8,3.83,0.21,0.58,6,5.83,5.36,16,16,-3.49650756146648,0,2.06060606060606,0
"22",22,"6",5,"SemRel","integ","unrel","plur","The dam for the musty factories","I",5.29,6749.25,0.49,16.8,0,0,9,10,2.5,20,0,0,20,0,0,20,0,1,20,0,1,20,0,1,20,0,0,0.933642538746913,-1.75999725765345,0.0479062663633356,-1.97992156466036,10,0.643501108793284,-1.00403236363512,1.00216606175651,-1.08880116461339,10,0.643501108793284,-1.02398246936397,1.00216606175651,-1.10531948407472,10,0.643501108793284,-1.04054001574809,1.00216606175651,-1.1109726905941,0.317560429291521,0.407607373313802,0.406540180433955,0.901369684822017,0.389760732797475,0.525371948550589,0.57978359661681,1.01707738275841,-0.426884081428214,1.41956888133952,-1.13819609483442,1.47539592581122,-1.35761013531434,-0.353029124304795,-2.52806302655004,0.8,3.83,0.17,1.25,1.92,3.42,3,10,10,-3.04452243772342,0,2.0952380952381,0
"23",23,"6",7,"SemRel","unint","rel","plur","The dam by the murky rivers","I",5.29,1212.84,0.61,2.82,1,1,18,19,0,20,4,0,20,1,0,20,0,0,20,0,0,20,0,0,20,0,0,-0.0798601301245885,0.777367604850026,-0.233919920242448,2.10007843533964,31.5,1.19178730609895,1.66779113292043,1.49899936358015,1.561011143208,19,0.902053623592525,0.166318035295408,1.27989498001164,0.307917286773666,19,0.902053623592525,0.201581690562911,1.27989498001164,0.33552905361187,0.411137862322348,0.731879403804853,0.624969270792175,1.12052049386626,0.224075285301819,0.0163560500079265,0.113943352306837,0.568310723115529,-0.426884081428214,0.631487051460481,-1.07407237118177,-0.00820120025464837,1.0047376513812,0.752105525692823,0.170936645923312,0.8,3.08,0.21,0.58,6,4.75,5.25,18,19,-2.51230562397611,5.26315789473684,0.720720720720721,0.231477363970178
"24",24,"6",1,"SemRel","unint","unrel","plur","The dam by the musty factories","I",5.29,1212.84,0.49,16.8,0,0,16,19,2.5,20,0,0,20,0,0,20,0,1,20,0,1,20,0,1,20,0,0,0.183642538746913,-0.890090225230605,0.0479062663633356,-1.97992156466036,19,0.902053623592525,0.255905762709912,1.27989498001164,0.392439128919889,19,0.902053623592525,0.166318035295408,1.27989498001164,0.307917286773666,19,0.902053623592525,0.201581690562911,1.27989498001164,0.33552905361187,0.317560429291521,0.407607373313802,0.406540180433955,0.901369684822017,0.389760732797475,0.525371948550589,0.57978359661681,1.01707738275841,-0.426884081428214,0.631487051460481,-1.13819609483442,1.47539592581122,-1.35761013531434,-0.976225355506459,-0.728729911567804,0.8,3.08,0.17,1.25,1.92,2.67,4.5,19,19,-3.66356164612965,0,2.05128205128205,0
"25",25,"7",4,"SemRel","integ","rel","plur","The necklace with the colorful diamonds","I",9.71,5044.84,3.14,17.04,0,0,18,21,0,20,2,0,20,2,1,20,0,0,20,1,0,20,1,0,20,1,0,1.31059185989316,-0.725491383373136,-0.0973940454636247,1.7027814424622,31,1.18100003032064,1.61522424900115,1.4920616045126,1.52400927699165,23.5,1.0121957614521,0.673380371859054,1.37199091146491,0.77655180129599,26,1.07014161439031,1.00909942869919,1.41580772763554,1.04340646059188,0.487869906416975,0.997777440718273,0.769623455004179,1.2656526346892,0.505360510284157,0.880515538395788,0.799340549453582,1.22858731889945,0.00876918819696438,1.28296803082715,-0.416804203742181,1.49753916649877,1.19580989883451,2.06497225275766,0.266901078722365,1.03,3.7,0.62,1.26,6.33,6.33,5.33,21,21,-3.76120011569356,0,2.04651162790698,0
"26",26,"7",6,"SemRel","integ","unrel","plur","The necklace with the colorful feathers","I",9.71,5044.84,3.14,5.71,1,1,15,17,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0.804546518782405,-1.29175777896271,-0.0010148005660231,-0.841608626134083,17,0.849977565924807,0.0021367727766799,1.23172438332852,0.135525915780759,17,0.849977565924807,-0.073424973086026,1.23172438332852,0.062798921232208,17,0.849977565924807,-0.0485988256018675,1.23172438332852,0.0846410562101422,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,0.00876918819696438,1.28296803082715,-0.416804203742181,0.545379816934107,-0.97546564040771,-0.145297047237573,-0.128952206573727,1.03,3.7,0.62,0.83,2.58,3.67,5,16,17,-2.39789527279837,5.88235294117647,0.727272727272727,0.244978663126864
"27",27,"7",8,"SemRel","unint","rel","plur","The necklace near the colorful diamonds","I",9.71,59.14,3.14,17.04,0,1,15,17,0,20,2,0,20,2,1,20,0,0,20,1,0,20,1,0,20,1,0,-1.18940814010684,2.26673944783967,-0.0973940454636247,1.7027814424622,27,1.09280112827594,1.18542700075483,1.43216726944259,1.20456864035408,19.5,0.914735735869974,0.22470278802433,1.29114676173189,0.365172511632915,22,0.976410526793834,0.558802441450319,1.34340859380386,0.666328430603186,0.487869906416975,0.997777440718273,0.769623455004179,1.2656526346892,0.505360510284157,0.880515538395788,0.799340549453582,1.22858731889945,0.00876918819696438,-0.734521453663184,-0.416804203742181,1.49753916649877,1.19580989883451,-0.0123485179145516,-0.824694344366857,1.03,1.78,0.62,1.26,6.33,3.83,4.42,16,17,-2.39789527279837,5.88235294117647,0.727272727272727,0.244978663126864
"28",28,"7",2,"SemRel","unint","unrel","plur","The necklace near the colorful feathers","I",9.71,59.14,3.14,5.71,0,0,15,18,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,-0.865453481217595,0.707052416287446,-0.0010148005660231,-0.841608626134083,18,0.876298061168341,0.130397739363529,1.25647720624168,0.267542700017772,18,0.876298061168341,0.0477469242192048,1.25647720624168,0.188754834440501,18,0.876298061168341,0.0778484398143438,1.25647720624168,0.213561738085323,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,0.00876918819696438,-0.734521453663184,-0.416804203742181,0.545379816934107,-0.97546564040771,-1.53294732204661,-0.332876626271713,1.03,1.78,0.62,0.83,2.58,2,4.83,18,18,-3.61091791264422,0,2.05405405405405,0
"29",29,"8",4,"SemRel","integ","rel","plur","The fortress with the ancient walls","I",3.37,5044.84,21.61,24.16,1,1,18,18,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,1.10654289261613,-0.506956258222981,-0.0379828362057402,2.44038557836067,18,0.876298061168341,0.130397739363529,1.25647720624168,0.267542700017772,18,0.876298061168341,0.0477469242192048,1.25647720624168,0.188754834440501,18,0.876298061168341,0.0778484398143438,1.25647720624168,0.213561738085323,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,-0.729947225515294,1.28296803082715,0.753453752918558,1.80754453612447,1.14948935399735,1.85724017569044,1.57441647560945,0.64,3.7,1.35,1.4,6.25,6.08,6.42,17,18,-2.4567357728213,5.55555555555556,0.723809523809524,0.237941124830208
"30",30,"8",6,"SemRel","integ","unrel","plur","The fortress with the ancient farms","I",3.37,5044.84,21.61,2.76,1,1,21,23,0,20,0,0,20,0,0,40,0,0,40,0,0,20,0,0,20,0,0,0.978482437801791,-1.92476853523153,0.0230723662523252,-2.55961442163933,23,1.00035921739497,0.734953378088428,1.36267092972567,0.833916641676661,23,1.00035921739497,0.618888369042706,1.36267092972567,0.729126632248807,23,1.00035921739497,0.673855232394938,1.36267092972567,0.766652886131375,0,-0.692828510368207,-1.30102999566398,-0.811842529622405,0,-0.672044074523829,-1.30102999566398,-0.794802212292515,-0.729947225515294,1.28296803082715,0.753453752918558,-0.00820120025464837,-1.74554469832562,-0.635544749116216,-1.53243203625987,0.64,3.7,1.35,0.58,1.25,3.08,3.83,22,23,-2.70805020110221,4.34782608695652,0.711111111111111,0.210055739071239
