subject,block,item,list,subexpt,integ,related,n2num,preamble,maincode,dysfluency,,err,errd,unin,unind,misc,corr,corrd
1116,92,26,2,Prop,unint,assoc,sing,The bike beside the greasy rack,U,D,,0,0,0,1,0,0,0
1121,25,47,1,Prop,unint,assoc,sing,The canoe by the weathered camp,U,D,,0,0,0,1,0,0,0
1122,51,40,2,Prop,unint,rel,plur,The book beside the torn pages,U,D,,0,0,0,1,0,0,0
1127,9,29,1,Prop,unint,rel,sing,The sink near the broken faucet,U,D,,0,0,0,1,0,0,0
1020,76,39,2,Prop,unint,rel,plur,The tree near the cut limbs,E,D,,0,1,0,0,0,0,0
1028,132,38,4,Prop,unint,assoc,plur,The table by the rebuilt patios,E,D,,0,1,0,0,0,0,0
1047,71,42,5,Prop,unint,assoc,plur,The sneaker beside the pink socks,E,D,,0,1,0,0,0,0,0
1088,89,39,4,Prop,unint,assoc,plur,The tree near the closed forts,E,D,,0,1,0,0,0,0,0
1091,40,36,1,Prop,unint,rel,plur,The chain by the flimsy links,E,D,,0,1,0,0,0,0,0
1127,133,35,1,Prop,unint,rel,plur,The atlas by the detailed maps,E,D,,0,1,0,0,0,0,0
1132,24,45,6,Prop,unint,assoc,plur,The skeleton near the locked closets,E,D,,0,1,0,0,0,0,0
1001,162,47,1,Prop,unint,assoc,sing,The canoe by the weathered camp,C,D,,0,0,0,0,0,0,1
1002,152,27,2,Prop,unint,assoc,sing,The fort near the ancient cave,C,D,,0,0,0,0,0,0,1
1002,167,38,2,Prop,unint,rel,plur,The table by the rebuilt legs,C,D,,0,0,0,0,0,0,1
1002,52,39,2,Prop,unint,rel,plur,The tree near the cut limbs,C,D,,0,0,0,0,0,0,1
1002,92,30,2,Prop,unint,assoc,plur,The window near the shaggy curtains,C,D,,0,0,0,0,0,0,1
1003,117,35,3,Prop,unint,assoc,plur,The atlas by the detailed globes,C,D,,0,0,0,0,0,0,1
1004,97,33,4,Prop,unint,assoc,sing,The car by the wide road,C,D,,0,0,0,0,0,0,1
1004,152,31,4,Prop,unint,unrel,plur,The rifle beside the expensive trophies,C,D,,0,0,0,0,0,0,1
1005,22,41,5,Prop,unint,assoc,plur,The couch by the thin televisions,C,D,,0,0,0,0,0,0,1
1008,110,30,2,Prop,unint,assoc,plur,The window near the shaggy curtains,C,D,,0,0,0,0,0,0,1
1009,55,42,3,Prop,unint,rel,plur,The sneaker beside the pink shoelaces,C,D,,0,0,0,0,0,0,1
1010,122,39,4,Prop,unint,assoc,plur,The tree near the closed forts,C,D,,0,0,0,0,0,0,1
1011,49,43,5,Prop,unint,assoc,plur,The pencil by the colorful sharpeners,C,D,,0,0,0,0,0,0,1
1011,11,38,5,Prop,unint,assoc,sing,The table by the rebuilt patio,C,D,,0,0,0,0,0,0,1
1011,46,30,5,Prop,unint,unrel,sing,The window near the stylish painting,C,D,,0,0,0,0,0,0,1
1011,26,46,5,Prop,unint,rel,sing,The lamp beside the cheap bulb,C,D,,0,0,0,0,0,0,1
1012,54,36,6,Prop,unint,unrel,sing,The chain by the flimsy sign,C,D,,0,0,0,0,0,0,1
1012,87,34,6,Prop,unint,unrel,sing,The dresser by the heavy rug,C,D,,0,0,0,0,0,0,1
1014,145,26,2,Prop,unint,assoc,sing,The bike beside the greasy rack,C,D,,0,0,0,0,0,0,1
1015,155,36,3,Prop,unint,assoc,plur,The chain by the flimsy saws,C,D,,0,0,0,0,0,0,1
1018,119,36,6,Prop,unint,unrel,sing,The chain by the flimsy sign,C,D,,0,0,0,0,0,0,1
1018,5,43,6,Prop,unint,assoc,sing,The pencil by the colorful sharpener,C,D,,0,0,0,0,0,0,1
1019,74,42,1,Prop,unint,unrel,plur,The sneaker beside the pink skis,C,D,,0,0,0,0,0,0,1
1019,104,48,1,Prop,unint,assoc,sing,The violin beside the pricey bow,C,D,,0,0,0,0,0,0,1
1020,102,25,2,Prop,unint,assoc,sing,The blueprint near the model building,C,D,,0,0,0,0,0,0,1
1020,17,41,2,Prop,unint,unrel,sing,The couch by the big treadmill,C,D,,0,0,0,0,0,0,1
1020,151,34,2,Prop,unint,rel,sing,The dresser by the heavy drawer,C,D,,0,0,0,0,0,0,1
1020,48,29,2,Prop,unint,assoc,plur,The sink near the broken dishes,C,D,,0,0,0,0,0,0,1
1020,134,30,2,Prop,unint,assoc,plur,The window near the shaggy curtains,C,D,,0,0,0,0,0,0,1
1020,149,46,2,Prop,unint,unrel,plur,The lamp beside the cheap dolls,C,D,,0,0,0,0,0,0,1
1021,152,36,3,Prop,unint,assoc,plur,The chain by the flimsy saws,C,D,,0,0,0,0,0,0,1
1022,163,44,4,Prop,unint,rel,sing,The backpack on the frayed strap,C,D,,0,0,0,0,0,0,1
1022,110,25,4,Prop,unint,unrel,sing,The blueprint near the metal ruler,C,D,,0,0,0,0,0,0,1
1022,133,29,4,Prop,unint,unrel,plur,The sink near the broken tiles,C,D,,0,0,0,0,0,0,1
1022,109,45,4,Prop,unint,rel,plur,The skeleton near the large bones,C,D,,0,0,0,0,0,0,1
1022,54,38,4,Prop,unint,assoc,plur,The table by the rebuilt patios,C,D,,0,0,0,0,0,0,1
1022,76,26,4,Prop,unint,unrel,sing,The bike beside the greasy towel,C,D,,0,0,0,0,0,0,1
1022,152,40,4,Prop,unint,assoc,plur,The book beside the tall shelves,C,D,,0,0,0,0,0,0,1
1022,159,46,4,Prop,unint,rel,plur,The lamp beside the cheap bulbs,C,D,,0,0,0,0,0,0,1
1023,82,34,5,Prop,unint,unrel,plur,The dresser by the heavy rugs,C,D,,0,0,0,0,0,0,1
1023,65,37,5,Prop,unint,assoc,sing,The hose near the yellow hydrant,C,D,,0,0,0,0,0,0,1
1025,111,41,1,Prop,unint,unrel,plur,The couch by the big treadmills,C,D,,0,0,0,0,0,0,1
1025,1,46,1,Prop,unint,assoc,sing,The lamp beside the cheap desk,C,D,,0,0,0,0,0,0,1
1026,94,34,2,Prop,unint,rel,sing,The dresser by the heavy drawer,C,D,,0,0,0,0,0,0,1
1026,10,43,2,Prop,unint,unrel,sing,The pencil by the colorful stapler,C,D,,0,0,0,0,0,0,1
1026,54,26,2,Prop,unint,assoc,sing,The bike beside the greasy rack,C,D,,0,0,0,0,0,0,1
1026,72,31,2,Prop,unint,assoc,plur,The rifle beside the expensive targets,C,D,,0,0,0,0,0,0,1
1028,30,25,4,Prop,unint,unrel,sing,The blueprint near the metal ruler,C,D,,0,0,0,0,0,0,1
1033,39,35,3,Prop,unint,assoc,plur,The atlas by the detailed globes,C,D,,0,0,0,0,0,0,1
1033,158,36,3,Prop,unint,assoc,plur,The chain by the flimsy saws,C,D,,0,0,0,0,0,0,1
1034,158,48,4,Prop,unint,rel,plur,The violin beside the pricey strings,C,D,,0,0,0,0,0,0,1
1035,41,47,5,Prop,unint,rel,sing,The canoe by the weathered oar,C,D,,0,0,0,0,0,0,1
1035,18,34,5,Prop,unint,unrel,plur,The dresser by the heavy rugs,C,D,,0,0,0,0,0,0,1
1039,33,33,3,Prop,unint,assoc,plur,The car by the wide roads,C,D,,0,0,0,0,0,0,1
1050,46,39,2,Prop,unint,rel,plur,The tree near the cut limbs,C,D,,0,0,0,0,0,0,1
1051,18,32,3,Prop,unint,assoc,sing,The banana near the melted sundae,C,D,,0,0,0,0,0,0,1
1057,32,48,3,Prop,unint,unrel,sing,The violin beside the pricey bowl,C,D,,0,0,0,0,0,0,1
1058,5,42,4,Prop,unint,rel,sing,The sneaker beside the pink shoelace,C,D,,0,0,0,0,0,0,1
1059,13,38,5,Prop,unint,assoc,sing,The table by the rebuilt patio,C,D,,0,0,0,0,0,0,1
1059,30,48,5,Prop,unint,rel,sing,The violin beside the pricey string,C,D,,0,0,0,0,0,0,1
1060,23,38,6,Prop,unint,unrel,plur,The table by the rusty barrels,C,D,,0,0,0,0,0,0,1
1060,166,31,6,Prop,unint,rel,plur,The rifle beside the expensive triggers,C,D,,0,0,0,0,0,0,1
1061,123,33,1,Prop,unint,rel,plur,The car by the white bumpers,C,D,,0,0,0,0,0,0,1
1062,62,29,2,Prop,unint,assoc,plur,The sink near the broken dishes,C,D,,0,0,0,0,0,0,1
1063,100,43,3,Prop,unint,rel,plur,The pencil by the colorful erasers,C,D,,0,0,0,0,0,0,1
1069,153,32,3,Prop,unint,assoc,sing,The banana near the melted sundae,C,D,,0,0,0,0,0,0,1
1069,70,29,3,Prop,unint,assoc,sing,The sink near the broken dish,C,D,,0,0,0,0,0,0,1
1071,107,29,5,Prop,unint,unrel,sing,The sink near the broken tile,C,D,,0,0,0,0,0,0,1
1072,115,43,6,Prop,unint,assoc,sing,The pencil by the colorful sharpener,C,D,,0,0,0,0,0,0,1
1073,164,36,1,Prop,unint,rel,plur,The chain by the flimsy links,C,D,,0,0,0,0,0,0,1
1075,163,28,3,Prop,unint,unrel,plur,The jar near the stale bagels,C,D,,0,0,0,0,0,0,1
1075,126,38,3,Prop,unint,rel,sing,The table by the rebuilt leg,C,D,,0,0,0,0,0,0,1
1080,87,26,2,Prop,unint,assoc,sing,The bike beside the greasy rack,C,D,,0,0,0,0,0,0,1
1081,142,31,3,Prop,unint,assoc,sing,The rifle beside the expensive target,C,D,,0,0,0,0,0,0,1
1082,64,27,4,Prop,unint,unrel,sing,The fort near the ancient cliff,C,D,,0,0,0,0,0,0,1
1082,48,31,4,Prop,unint,unrel,plur,The rifle beside the expensive trophies,C,D,,0,0,0,0,0,0,1
1083,96,45,5,Prop,unint,rel,sing,The skeleton near the large bone,C,D,,0,0,0,0,0,0,1
1084,67,38,6,Prop,unint,unrel,plur,The table by the rusty barrels,C,D,,0,0,0,0,0,0,1
1084,156,30,6,Prop,unint,rel,plur,The window near the shattered panes,C,D,,0,0,0,0,0,0,1
1085,93,47,1,Prop,unint,assoc,sing,The canoe by the weathered camp,C,D,,0,0,0,0,0,0,1
1085,151,45,1,Prop,unint,assoc,sing,The skeleton near the locked closet,C,D,,0,0,0,0,0,0,1
1085,7,40,1,Prop,unint,unrel,sing,The book beside the tall stack,C,D,,0,0,0,0,0,0,1
1089,124,47,5,Prop,unint,rel,sing,The canoe by the weathered oar,C,D,,0,0,0,0,0,0,1
1089,127,43,5,Prop,unint,assoc,plur,The pencil by the colorful sharpeners,C,D,,0,0,0,0,0,0,1
1089,154,31,5,Prop,unint,unrel,sing,The rifle beside the expensive trophy,C,D,,0,0,0,0,0,0,1
1089,107,42,5,Prop,unint,assoc,plur,The sneaker beside the pink socks,C,D,,0,0,0,0,0,0,1
1092,56,47,2,Prop,unint,unrel,plur,The canoe by the well-worn trails,C,D,,0,0,0,0,0,0,1
1092,111,27,2,Prop,unint,assoc,sing,The fort near the ancient cave,C,D,,0,0,0,0,0,0,1
1093,14,34,3,Prop,unint,assoc,plur,The dresser by the heavy mirrors,C,D,,0,0,0,0,0,0,1
1095,88,47,5,Prop,unint,rel,sing,The canoe by the weathered oar,C,D,,0,0,0,0,0,0,1
1095,121,36,5,Prop,unint,unrel,plur,The chain by the flimsy signs,C,D,,0,0,0,0,0,0,1
1096,27,31,6,Prop,unint,rel,plur,The rifle beside the expensive triggers,C,D,,0,0,0,0,0,0,1
1099,137,28,3,Prop,unint,unrel,plur,The jar near the stale bagels,C,D,,0,0,0,0,0,0,1
1099,52,39,3,Prop,unint,rel,sing,The tree near the cut limb,C,D,,0,0,0,0,0,0,1
1100,147,35,4,Prop,unint,assoc,sing,The atlas by the detailed globe,C,D,,0,0,0,0,0,0,1
1101,39,44,5,Prop,unint,assoc,plur,The backpack on the frayed books,C,D,,0,0,0,0,0,0,1
1101,112,43,5,Prop,unint,assoc,plur,The pencil by the colorful sharpeners,C,D,,0,0,0,0,0,0,1
1102,103,25,6,Prop,unint,rel,sing,The blueprint near the modern drawing,C,D,,0,0,0,0,0,0,1
1102,90,48,6,Prop,unint,assoc,plur,The violin beside the pricey bows,C,D,,0,0,0,0,0,0,1
1103,18,38,1,Prop,unint,unrel,sing,The table by the rusty barrel,C,D,,0,0,0,0,0,0,1
1104,40,32,2,Prop,unint,assoc,plur,The banana near the melted sundaes,C,D,,0,0,0,0,0,0,1
1104,66,31,2,Prop,unint,assoc,plur,The rifle beside the expensive targets,C,D,,0,0,0,0,0,0,1
1108,8,38,6,Prop,unint,unrel,plur,The table by the rusty barrels,C,D,,0,0,0,0,0,0,1
1110,58,38,2,Prop,unint,rel,plur,The table by the rebuilt legs,C,D,,0,0,0,0,0,0,1
1110,128,39,2,Prop,unint,rel,plur,The tree near the cut limbs,C,D,,0,0,0,0,0,0,1
1111,100,44,3,Prop,unint,rel,plur,The backpack on the frayed straps,C,D,,0,0,0,0,0,0,1
1115,19,36,1,Prop,unint,rel,plur,The chain by the flimsy links,C,D,,0,0,0,0,0,0,1
1116,141,33,2,Prop,unint,rel,sing,The car by the white bumper,C,D,,0,0,0,0,0,0,1
1116,154,34,2,Prop,unint,rel,sing,The dresser by the heavy drawer,C,D,,0,0,0,0,0,0,1
1116,157,38,2,Prop,unint,rel,plur,The table by the rebuilt legs,C,D,,0,0,0,0,0,0,1
1116,94,31,2,Prop,unint,assoc,plur,The rifle beside the expensive targets,C,D,,0,0,0,0,0,0,1
1121,111,32,1,Prop,unint,rel,sing,The banana near the messy peel,C,D,,0,0,0,0,0,0,1
1122,82,25,2,Prop,unint,assoc,sing,The blueprint near the model building,C,D,,0,0,0,0,0,0,1
1124,50,28,4,Prop,unint,unrel,sing,The jar near the stale bagel,C,D,,0,0,0,0,0,0,1
1125,22,48,5,Prop,unint,rel,sing,The violin beside the pricey string,C,D,,0,0,0,0,0,0,1
1127,163,47,1,Prop,unint,assoc,sing,The canoe by the weathered camp,C,D,,0,0,0,0,0,0,1
1127,38,33,1,Prop,unint,rel,plur,The car by the white bumpers,C,D,,0,0,0,0,0,0,1
1127,90,37,1,Prop,unint,unrel,sing,The hose near the yellow helmet,C,D,,0,0,0,0,0,0,1
1127,104,28,1,Prop,unint,assoc,plur,The jar near the sticky cookies,C,D,,0,0,0,0,0,0,1
1127,82,48,1,Prop,unint,assoc,sing,The violin beside the pricey bow,C,D,,0,0,0,0,0,0,1
1130,81,27,4,Prop,unint,unrel,sing,The fort near the ancient cliff,C,D,,0,0,0,0,0,0,1
1130,21,30,4,Prop,unint,unrel,plur,The window near the stylish paintings,C,D,,0,0,0,0,0,0,1
1132,104,37,6,Prop,unint,unrel,plur,The hose near the yellow helmets,C,D,,0,0,0,0,0,0,1
1134,143,40,2,Prop,unint,rel,plur,The book beside the torn pages,C,D,,0,0,0,0,0,0,1
1009,14,48,3,Prop,unint,unrel,sing,The violin beside the pricey bowl,X,,,0,0,0,0,1,0,0
1010,42,33,4,Prop,unint,assoc,sing,The car by the wide road,X,,,0,0,0,0,1,0,0
1020,51,31,2,Prop,unint,assoc,plur,The rifle beside the expensive targets,X,,,0,0,0,0,1,0,0
1023,22,45,5,Prop,unint,rel,sing,The skeleton near the large bone,X,,,0,0,0,0,1,0,0
1023,10,26,5,Prop,unint,rel,plur,The bike beside the greasy tires,X,,,0,0,0,0,1,0,0
1025,156,47,1,Prop,unint,assoc,sing,The canoe by the weathered camp,X,,,0,0,0,0,1,0,0
1031,65,34,1,Prop,unint,rel,plur,The dresser by the heavy drawers,X,,,0,0,0,0,1,0,0
1033,165,34,3,Prop,unint,assoc,plur,The dresser by the heavy mirrors,X,,,0,0,0,0,1,0,0
1033,131,38,3,Prop,unint,rel,sing,The table by the rebuilt leg,X,,,0,0,0,0,1,0,0
1035,1,45,5,Prop,unint,rel,sing,The skeleton near the large bone,X,,,0,0,0,0,1,0,0
1038,72,27,2,Prop,unint,assoc,sing,The fort near the ancient cave,X,,,0,0,0,0,1,0,0
1047,5,44,5,Prop,unint,assoc,plur,The backpack on the frayed books,X,,,0,0,0,0,1,0,0
1048,32,44,6,Prop,unint,assoc,sing,The backpack on the frayed book,X,,,0,0,0,0,1,0,0
1061,102,40,1,Prop,unint,unrel,sing,The book beside the tall stack,X,,,0,0,0,0,1,0,0
1065,45,35,5,Prop,unint,unrel,plur,The atlas by the detailed journals,X,,,0,0,0,0,1,0,0
1067,54,25,1,Prop,unint,assoc,plur,The blueprint near the model buildings,X,,,0,0,0,0,1,0,0
1070,85,48,4,Prop,unint,rel,plur,The violin beside the pricey strings,X,,,0,0,0,0,1,0,0
1078,56,35,6,Prop,unint,unrel,sing,The atlas by the detailed journal,X,,,0,0,0,0,1,0,0
1081,140,43,3,Prop,unint,rel,plur,The pencil by the colorful erasers,X,,,0,0,0,0,1,0,0
1086,25,36,2,Prop,unint,rel,sing,The chain by the flimsy link,X,,,0,0,0,0,1,0,0
1089,38,46,5,Prop,unint,rel,sing,The lamp beside the cheap bulb,X,,,0,0,0,0,1,0,0
1091,25,42,1,Prop,unint,unrel,plur,The sneaker beside the pink skis,X,,,0,0,0,0,1,0,0
1094,108,44,4,Prop,unint,rel,sing,The backpack on the frayed strap,X,,,0,0,0,0,1,0,0
1094,150,36,4,Prop,unint,assoc,sing,The chain by the flimsy saw,X,,,0,0,0,0,1,0,0
1097,6,31,1,Prop,unint,rel,sing,The rifle beside the expensive trigger,X,,,0,0,0,0,1,0,0
1109,31,32,1,Prop,unint,rel,sing,The banana near the messy peel,X,,,0,0,0,0,1,0,0
1113,9,44,5,Prop,unint,assoc,plur,The backpack on the frayed books,X,,,0,0,0,0,1,0,0
1126,38,44,6,Prop,unint,assoc,sing,The backpack on the frayed book,X,,,0,0,0,0,1,0,0
1127,153,31,1,Prop,unint,rel,sing,The rifle beside the expensive trigger,X,,,0,0,0,0,1,0,0
1128,118,40,2,Prop,unint,rel,plur,The book beside the torn pages,X,,,0,0,0,0,1,0,0
1129,140,34,3,Prop,unint,assoc,plur,The dresser by the heavy mirrors,X,,,0,0,0,0,1,0,0
1129,160,37,3,Prop,unint,rel,sing,The hose near the yellow nozzle,X,,,0,0,0,0,1,0,0
1129,150,38,3,Prop,unint,rel,sing,The table by the rebuilt leg,X,,,0,0,0,0,1,0,0
1129,118,39,3,Prop,unint,rel,sing,The tree near the cut limb,X,,,0,0,0,0,1,0,0
1129,167,48,3,Prop,unint,unrel,sing,The violin beside the pricey bowl,X,,,0,0,0,0,1,0,0
1131,159,45,5,Prop,unint,rel,sing,The skeleton near the large bone,X,,,0,0,0,0,1,0,0
1001,140,45,1,Prop,unint,assoc,sing,The skeleton near the locked closet,U,,,0,0,1,1,0,0,0
1001,147,39,1,Prop,unint,unrel,sing,The tree near the closed gate,U,,,0,0,1,1,0,0,0
1001,141,40,1,Prop,unint,unrel,sing,The book beside the tall stack,U,,,0,0,1,1,0,0,0
1003,127,25,3,Prop,unint,unrel,plur,The blueprint near the metal rulers,U,,,0,0,1,1,0,0,0
1003,167,47,3,Prop,unint,unrel,sing,The canoe by the well-worn trail,U,,,0,0,1,1,0,0,0
1003,162,33,3,Prop,unint,assoc,plur,The car by the wide roads,U,,,0,0,1,1,0,0,0
1003,40,37,3,Prop,unint,rel,sing,The hose near the yellow nozzle,U,,,0,0,1,1,0,0,0
1003,143,40,3,Prop,unint,rel,sing,The book beside the torn page,U,,,0,0,1,1,0,0,0
1003,120,46,3,Prop,unint,unrel,sing,The lamp beside the cheap doll,U,,,0,0,1,1,0,0,0
1003,78,42,3,Prop,unint,rel,plur,The sneaker beside the pink shoelaces,U,,,0,0,1,1,0,0,0
1004,155,44,4,Prop,unint,rel,sing,The backpack on the frayed strap,U,,,0,0,1,1,0,0,0
1004,18,36,4,Prop,unint,assoc,sing,The chain by the flimsy saw,U,,,0,0,1,1,0,0,0
1004,87,34,4,Prop,unint,assoc,sing,The dresser by the heavy mirror,U,,,0,0,1,1,0,0,0
1005,103,35,5,Prop,unint,unrel,plur,The atlas by the detailed journals,U,,,0,0,1,1,0,0,0
1005,83,47,5,Prop,unint,rel,sing,The canoe by the weathered oar,U,,,0,0,1,1,0,0,0
1005,61,36,5,Prop,unint,unrel,plur,The chain by the flimsy signs,U,,,0,0,1,1,0,0,0
1005,28,27,5,Prop,unint,rel,plur,The fort near the ancient walls,U,,,0,0,1,1,0,0,0
1005,52,28,5,Prop,unint,rel,plur,The jar near the sticky lids,U,,,0,0,1,1,0,0,0
1005,126,31,5,Prop,unint,unrel,sing,The rifle beside the expensive trophy,U,,,0,0,1,1,0,0,0
1005,168,48,5,Prop,unint,rel,sing,The violin beside the pricey string,U,,,0,0,1,1,0,0,0
1006,26,29,6,Prop,unint,rel,plur,The sink near the broken faucets,U,,,0,0,1,1,0,0,0
1006,114,30,6,Prop,unint,rel,plur,The window near the shattered panes,U,,,0,0,1,1,0,0,0
1006,155,42,6,Prop,unint,assoc,sing,The sneaker beside the pink sock,U,,,0,0,1,1,0,0,0
1007,7,40,1,Prop,unint,unrel,sing,The book beside the tall stack,U,,,0,0,1,1,0,0,0
1008,9,26,2,Prop,unint,assoc,sing,The bike beside the greasy rack,U,,,0,0,1,1,0,0,0
1008,133,46,2,Prop,unint,unrel,plur,The lamp beside the cheap dolls,U,,,0,0,1,1,0,0,0
1009,76,28,3,Prop,unint,unrel,plur,The jar near the stale bagels,U,,,0,0,1,1,0,0,0
1009,95,26,3,Prop,unint,unrel,plur,The bike beside the greasy towels,U,,,0,0,1,1,0,0,0
1010,66,35,4,Prop,unint,assoc,sing,The atlas by the detailed globe,U,,,0,0,1,1,0,0,0
1010,140,38,4,Prop,unint,assoc,plur,The table by the rebuilt patios,U,,,0,0,1,1,0,0,0
1010,117,46,4,Prop,unint,rel,plur,The lamp beside the cheap bulbs,U,,,0,0,1,1,0,0,0
1011,152,44,5,Prop,unint,assoc,plur,The backpack on the frayed books,U,,,0,0,1,1,0,0,0
1011,155,32,5,Prop,unint,unrel,sing,The banana near the healthy drink,U,,,0,0,1,1,0,0,0
1011,135,25,5,Prop,unint,rel,plur,The blueprint near the modern drawings,U,,,0,0,1,1,0,0,0
1011,164,47,5,Prop,unint,rel,sing,The canoe by the weathered oar,U,,,0,0,1,1,0,0,0
1011,91,27,5,Prop,unint,rel,plur,The fort near the ancient walls,U,,,0,0,1,1,0,0,0
1011,110,28,5,Prop,unint,rel,plur,The jar near the sticky lids,U,,,0,0,1,1,0,0,0
1011,105,29,5,Prop,unint,unrel,sing,The sink near the broken tile,U,,,0,0,1,1,0,0,0
1011,137,45,5,Prop,unint,rel,sing,The skeleton near the large bone,U,,,0,0,1,1,0,0,0
1011,81,39,5,Prop,unint,assoc,sing,The tree near the closed fort,U,,,0,0,1,1,0,0,0
1011,96,26,5,Prop,unint,rel,plur,The bike beside the greasy tires,U,,,0,0,1,1,0,0,0
1011,78,31,5,Prop,unint,unrel,sing,The rifle beside the expensive trophy,U,,,0,0,1,1,0,0,0
1011,158,48,5,Prop,unint,rel,sing,The violin beside the pricey string,U,,,0,0,1,1,0,0,0
1013,115,34,1,Prop,unint,rel,plur,The dresser by the heavy drawers,U,,,0,0,1,1,0,0,0
1013,158,42,1,Prop,unint,unrel,plur,The sneaker beside the pink skis,U,,,0,0,1,1,0,0,0
1014,7,43,2,Prop,unint,unrel,sing,The pencil by the colorful stapler,U,,,0,0,1,1,0,0,0
1014,50,29,2,Prop,unint,assoc,plur,The sink near the broken dishes,U,,,0,0,1,1,0,0,0
1016,134,25,4,Prop,unint,unrel,sing,The blueprint near the metal ruler,U,,,0,0,1,1,0,0,0
1016,125,26,4,Prop,unint,unrel,sing,The bike beside the greasy towel,U,,,0,0,1,1,0,0,0
1018,102,25,6,Prop,unint,rel,sing,The blueprint near the modern drawing,U,,,0,0,1,1,0,0,0
1019,40,32,1,Prop,unint,rel,sing,The banana near the messy peel,U,,,0,0,1,1,0,0,0
1019,56,29,1,Prop,unint,rel,sing,The sink near the broken faucet,U,,,0,0,1,1,0,0,0
1019,167,40,1,Prop,unint,unrel,sing,The book beside the tall stack,U,,,0,0,1,1,0,0,0
1021,93,26,3,Prop,unint,unrel,plur,The bike beside the greasy towels,U,,,0,0,1,1,0,0,0
1022,94,47,4,Prop,unint,rel,plur,The canoe by the weathered oars,U,,,0,0,1,1,0,0,0
1022,128,39,4,Prop,unint,assoc,plur,The tree near the closed forts,U,,,0,0,1,1,0,0,0
1023,96,33,5,Prop,unint,unrel,plur,The car by the wide ramps,U,,,0,0,1,1,0,0,0
1023,41,30,5,Prop,unint,unrel,sing,The window near the stylish painting,U,,,0,0,1,1,0,0,0
1023,112,46,5,Prop,unint,rel,sing,The lamp beside the cheap bulb,U,,,0,0,1,1,0,0,0
1024,91,25,6,Prop,unint,rel,sing,The blueprint near the modern drawing,U,,,0,0,1,1,0,0,0
1024,28,47,6,Prop,unint,assoc,plur,The canoe by the weathered camps,U,,,0,0,1,1,0,0,0
1024,26,33,6,Prop,unint,unrel,sing,The car by the wide ramp,U,,,0,0,1,1,0,0,0
